x1,x2
-50.298666900232,31.489949139750934
-45.59123690584363,35.838228926469775
-52.628892272637216,35.30581339241062
-52.81323106395972,36.767548003769676
-48.46881055925036,29.75508432641166
-50.783695754750866,36.68249222736625
-47.515008248265005,35.81169607114495
-49.05591757847922,31.381498548450207
-49.73368631445784,37.54903437906196
-50.376053552549955,35.29794385000067
-54.445922631361285,35.806588011925385
-49.59627253730849,35.538173126154156
-51.99083325800458,38.53160803100341
-48.99912761886921,35.07921609097467
-51.044323563988655,34.246327557093245
-49.73340617445416,35.8493767144047
-49.31165012410169,36.16474923689991
-49.097852453702,32.88055319453839
-53.26676600463518,30.258343402140785
-51.2970505571131,34.065850667108485
-49.79746922261482,31.792574142987256
-50.24610732408408,33.40886615160191
-47.71806018936698,36.78303104138922
-51.338794367722215,35.381790577145225
-50.80461688123363,36.38655605887869
-45.41154204102483,35.19783992463385
-52.52292629214759,35.86554162695493
-52.56382227927182,33.28238513536843
-49.73648438946356,38.953526891165815
-49.331785526975516,37.60010392489027
-48.971796025615504,36.67755670226013
-50.07752189431641,37.021406463205544
-49.55632201625226,34.69453504887494
-47.140112777772494,36.32574519248852
-49.27520585219558,39.18163429554737
-53.471099867293496,38.409227974067576
-50.79326071129049,35.06851931583421
-45.74757280718892,32.80849324127442
-49.23892502115312,32.22228006906741
-49.244305033356994,36.41354960310329
-52.09680872048178,34.09019880762163
-51.258783405266946,34.00056125947213
-52.91740995039778,36.887361774501194
-47.45100264958764,36.80534951949386
-50.90688765303298,35.52979674318349
-48.45192295764291,36.81942166114834
-51.60786171972884,38.19151283368244
-50.11912523277579,32.87445857344134
-48.61445005662281,35.86468216413525
-48.343707489962426,37.33183020603567
-53.98331623796504,38.53180386715256
-49.96979538081766,31.27361683441332
-51.379196520204616,36.9578963693886
-50.13148218957395,32.471122869443036
-49.39833865879031,37.45512819594488
-50.69435796458009,34.0120005445718
-49.15149342558906,33.663123942052124
-49.11618411780719,34.22788670700248
-49.824390317370145,35.7087966330703
-51.14198684285791,30.8439945266873
-48.64879965665336,36.603198480349576
-48.55579498015891,36.00920597389996
-48.015117032249755,36.711247773764825
-50.68970975065985,28.168164569419506
-46.94282923837838,36.491432201797124
-48.39518788744486,35.77568545337269
-48.66684981107996,34.80096134795758
-48.761021246625205,35.39934590915462
-49.89817279198634,33.579860593425884
-51.77144432565702,34.249467530344745
-50.77056209410378,34.86555691780152
-47.57553115895559,34.07407984658874
-47.22827684367571,33.5974438060347
-49.013775671343545,30.12032279306327
-47.604064901301854,34.660360070049705
-49.86895968229517,36.51528900746653
-52.23060784329031,36.46378350752049
-51.02824207622704,35.883608973743364
-47.15315855415433,35.721431692380705
-51.89964619675951,38.482366950783266
25.039310118206643,34.07469696339993
25.22196692053041,35.724855909643196
19.482177643529152,32.22005000161655
25.429589832653377,32.97186589731977
24.029624188503764,35.41300635351318
24.261168360506847,35.94831840124985
26.540102756749185,29.0066237302337
23.531675892500818,33.94666652913597
25.672485966968917,35.634825312696
26.182574577073062,38.89274820779398
27.214704215828174,36.71027307064058
24.552502693203664,33.32723850966093
24.900636162212226,33.942700649158255
22.986582581764722,33.018933839104456
23.14369003950749,35.32030724640251
24.753415766015106,33.192763704839265
26.66992721257797,30.403567958245876
25.541989376959723,33.95098448300917
23.836078507757332,35.9854260184487
24.74771573742398,35.710781916472996
26.327795301724052,31.150413084432124
24.07188726519327,32.91769229286412
27.229934639623593,29.275674046775954
23.433100609065075,34.17364306867545
24.359499605974325,30.76002969093502
24.18219876379597,34.5416107543717
27.098686139110413,38.58126807392946
26.003476576307637,40.369788283478485
24.92360443064012,31.33918357605208
26.654275220923562,33.692691435450335
21.495076082776905,29.902503719573005
26.153586768885305,35.38556633535605
24.315859135870113,34.615599291833945
24.348558635931486,32.17416193386143
27.629772928667613,34.542556029314845
24.98941938301781,35.95367500689893
28.13307164857402,31.13002751562933
23.698127104575914,36.17979291846314
25.841587259274906,34.30395709754833
25.13467877299909,31.101560196062778
25.135925917830264,34.04043924026725
20.24282456340138,34.1028577421473
23.882493454935215,36.089159425042276
28.15612897971899,36.606142327142926
23.139251789285634,32.108411691591954
27.61131698433609,32.52351321909725
22.071053870644807,32.5334696283272
24.635331199002444,34.242712529615794
28.12968707206963,33.669080452518585
23.23471212888752,33.48665808218459
26.3232674536728,34.51277820802551
23.540325037079413,34.70874328410866
26.477050814899798,34.584161947076176
24.906098672200883,31.25772109491838
25.75279929429579,35.50809761548109
26.915989285684923,32.66708865952739
25.960017681050452,32.00468607368586
27.060647319274953,36.31482145740926
22.113703311843082,37.748306758000204
23.324022123914176,36.41104764443064
27.19780822917644,33.42123847528486
23.925048394908753,31.932618321625853
27.515555078922738,36.1115988565531
23.36422090124975,33.82355496414382
23.317110403941683,31.397270921484196
23.679650776896242,32.59140817209036
25.714479292979426,31.585946395180702
24.424510099455244,33.3861256553395
21.654011005655185,33.59912626847131
26.824749070190247,33.90195591459558
22.91574315253537,32.65596182682553
26.991374296161638,30.78860638367033
24.433150051340412,29.370076065490053
25.569502161242198,33.337197460410735
29.888992207367608,33.65341143534653
26.035232090812556,35.197027247907165
26.471277055086343,32.92284305509446
24.262307761271096,35.166429115577415
22.087668904975718,31.938594582618833
24.95640791137784,34.72886971911907
1.5453246616369278,4.821602977765139
4.449362479920498,7.161235039514547
0.9792848171986446,5.735115907572757
-1.5123542665950875,7.610659083048827
2.3114954947016497,6.75487309853459
-1.1172670511198646,6.148319760502016
2.3160588543336527,5.239602928810998
-1.0546333777664347,4.101343379751709
-3.6915482741523675,6.0713398747183165
2.502502170561743,5.936488630275937
2.5047895919834886,7.856952834645042
-0.8696449489414741,8.231984660944404
2.5446544490600953,6.631430326957438
-0.3419226119822965,5.820591073636374
4.169174293869058,5.003291242914367
0.5794737637155747,4.731574328264813
3.7789271120991472,3.096490665388898
-2.94251725779241,9.349240514577911
1.84763474276702,7.358753333042104
0.8741798545688255,10.135037659427454
-1.179127596651505,5.443323230151211
-0.4602715106178387,4.457359031922075
-0.12374651043135258,7.029660157615595
-2.709945853895875,2.2610160456441712
1.817209566974604,7.52083576774557
0.5635405571355024,6.843333903594282
1.4514007848602726,3.7390983094469306
-2.3538527802920104,7.512813781551468
0.6634415178636158,8.196646424090694
2.625252885620609,2.7896302427941557
-0.5779571985622428,5.9706447318999505
-0.27771809668724073,5.319299124742452
-1.5845688472740427,7.7943709097641865
1.5409478821870648,6.703778330906181
-2.5313772508919126,4.798374684688893
1.5100514735970423,5.391781668346982
1.4597189016139045,7.25247006976883
1.2829286027759599,7.339625827499363
0.01510536228398404,9.480742077973314
0.7201201636946261,6.6337841945624145
-1.5971181159372434,6.9845401582356885
-0.32617017565741147,9.613896173151476
-0.7926860269001056,3.5470088208425747
-0.9476160680888023,8.052350262102703
1.2187329912957112,8.107730198194803
-3.104234726511103,4.631429278358722
-1.4002246645482865,3.936213438240708
-2.4709197191462984,5.356143536926005
-2.089058675916393,8.282006462256668
3.771481443871568,5.230015592669477
-2.793132512494952,9.066503506736275
0.7005421046166939,5.55931331140415
3.5761711448403335,4.083187395953082
-0.22555841751476677,5.221118915673502
1.285940970882677,4.220732530340244
1.3301397850173151,6.148911633309089
1.97374430701917,5.398091883605655
-0.4958865576130953,5.325801835570384
3.140515920329228,8.116146477880983
0.7477605247723411,4.656694158167452
-1.2566653916198043,6.902084730926582
1.2158595025293295,8.362180753178787
-1.3041358926750446,8.967390733829731
0.07412339355422795,5.867272131151094
-0.9511953739683812,5.273848149628579
1.8008588010254174,6.1026709212948775
-0.39790590183152175,5.701652860277305
-0.05478313803858918,4.834751269869351
-1.1477196985432268,6.677538825514645
1.6664439306419747,3.9467576406296656
3.1634524071643053,7.750308678543917
-0.26350712068381277,3.742001242503916
-0.31235257988525067,6.259346924376651
-2.146676000210663,7.039191572029958
1.0893029814341786,5.244314349818562
1.782838631580406,7.501942645332923
-1.599974732328013,8.420042350368554
-0.8211244722236642,3.2852838743974417
2.249331787033212,8.168753118547876
0.34694308376147487,5.8269128948657265
-41.11815348438938,-16.579700632792928
-39.44780743853904,-17.035534517496963
-40.12979043661694,-16.447242520966515
-42.41657215493427,-17.90456267358945
-37.27898233512799,-15.869260930750409
-41.04898678839092,-14.05400384776309
-39.028594394884074,-11.114490793605928
-41.69767781091945,-16.24094000219935
-41.12774823849728,-17.068545333938534
-40.95422521679444,-12.477615302655664
-37.9291527196548,-15.750052093071183
-42.35339631718537,-15.550204268283744
-38.663310366545275,-19.321266090160965
-37.387116911523684,-18.38571126089339
-37.98199600674593,-17.011416892574967
-41.02479858141291,-14.644126210337594
